ts,symbol,funding_pct_8h,annual_funding_pct,mark_price,hedgeable,go
2026-07-25T15:04:05+00:00,XRPUSD,0.01,10.95,1.09447419,True,False
2026-07-25T15:04:05+00:00,SOLUSD,0.01,10.95,74.02316852,True,False
2026-07-25T15:04:05+00:00,ETHUSD,0.00302,3.31,1866.59562797,True,False
2026-07-25T15:04:05+00:00,BTCUSD,0.00949,10.39,64158.126852,True,False
2026-07-25T15:14:38+00:00,XRPUSD,0.01,10.95,1.09588395,True,False
2026-07-25T15:14:38+00:00,SOLUSD,0.01,10.95,74.19050563,True,False
2026-07-25T15:14:38+00:00,ETHUSD,0.00321,3.52,1868.30330879,True,False
2026-07-25T15:14:38+00:00,BTCUSD,0.00937,10.26,64230.74408313,True,False
2026-07-25T15:36:05+00:00,XRPUSD,0.01,10.95,1.09830174,True,False
2026-07-25T15:36:05+00:00,SOLUSD,0.01,10.95,74.23943125,True,False
2026-07-25T15:36:05+00:00,ETHUSD,0.00329,3.6,1868.17781159,True,False
2026-07-25T15:36:05+00:00,BTCUSD,0.0093,10.18,64174.44335294,True,False
2026-07-25T15:46:30+00:00,XRPUSD,0.01,10.95,1.09925623,True,False
2026-07-25T15:46:30+00:00,SOLUSD,0.01,10.95,74.22049126,True,False
2026-07-25T15:46:30+00:00,ETHUSD,0.00335,3.67,1869.10010053,True,False
2026-07-25T15:46:30+00:00,BTCUSD,0.00934,10.22,64193.72460906,True,False
2026-07-25T15:56:55+00:00,XRPUSD,0.01,10.95,1.09932215,True,False
2026-07-25T15:56:55+00:00,SOLUSD,0.01,10.95,74.22128879,True,False
2026-07-25T15:56:55+00:00,ETHUSD,0.00327,3.58,1867.62097403,True,False
2026-07-25T15:56:55+00:00,BTCUSD,0.00943,10.33,64163.82947335,True,False
2026-07-25T16:07:20+00:00,XRPUSD,0.01,10.95,1.0996631,True,False
2026-07-25T16:07:20+00:00,SOLUSD,0.01,10.95,74.23078627,True,False
2026-07-25T16:07:20+00:00,ETHUSD,0.00321,3.52,1868.01205432,True,False
2026-07-25T16:07:20+00:00,BTCUSD,0.00949,10.4,64173.89064897,True,False
2026-07-25T16:17:47+00:00,XRPUSD,0.01,10.95,1.09974896,True,False
2026-07-25T16:17:47+00:00,SOLUSD,0.01,10.95,74.27329513,True,False
